8301,34,30-10-2017
2709,12,30-10-2017
2414,0,30-10-2017
1571,8,30-10-2017
984,5,30-10-2017
603,0,30-10-2017
603,0,30-10-2017
500,5,01-01-0001
200,2,01-01-0001
100,1,01-01-0001
